Tienpit;Tie;Aosa;Aet;Ajr;Vuosi;Kk;Vakavuusko;ELY;Vkpv;Ontyyppi;Onluokka;Osallkm;Nopraj;Taajmerk;Pinta;Valoisuus;Saa;Onnpaikka;Maakunta;Kunta;Noplaji;Nopsuunvas;Nopsuunoik;Toimluokka;Kvl;Raskaskvl;Tienlev;X;Y;Tietyo;Paallyste;Lampotila;Risteys;Poikkileik;Paallyslev;Paallystlk;Nakos150;Nakos300;Nakos460;Runkotie
1;1;5;846;1;2014;2;0;1;Torstai;99;13;5;100;0;6;2;2;1;1;49;1;100;100;1;54236;3014;221;374806;6676214;E;1;-4;0;2;104;10;100;86;59;1
1;1;5;1095;2;2014;5;0;1;Torstai;6;6;2;100;0;2;1;4;1;1;49;1;100;100;1;54236;3014;221;374583;6676101;E;1;7;0;2;104;10;100;86;59;1
1;1;5;1135;1;2014;2;0;1;Maanantai;7;6;2;100;0;5;4;6;1;1;49;1;100;100;1;54236;3014;221;374541;6676100;E;1;0;0;2;104;10;100;86;59;1
1;1;5;3687;1;2014;9;0;1;Keskiviikko;90;12;3;100;0;1;2;2;1;1;49;1;100;100;1;54236;3014;221;372238;6676595;E;1;12;0;2;104;10;100;86;59;1
1;1;5;4939;2;2014;6;0;1;Sunnuntai;90;12;5;100;0;-1;1;-1;1;1;49;1;100;100;1;54236;3014;221;371168;6677250;E;1;22;0;2;104;10;100;86;59;1
1;1;5;5728;2;2014;6;0;1;Tiistai;90;11;2;100;0;1;4;1;1;1;49;1;100;100;1;54236;3014;221;370493;6677668;E;1;8;0;2;104;10;100;86;59;1
1;1;5;6533;2;2014;10;0;1;Sunnuntai;90;11;2;100;0;-1;3;-1;1;1;49;1;100;100;1;54236;3014;221;369801;6678086;E;1;4;0;2;104;10;100;86;59;1
1;1;6;469;2;2014;11;0;1;Sunnuntai;90;11;2;100;0;-1;3;-1;1;1;49;1;120;100;1;41378;4020;221;369155;6678353;E;1;1;0;2;104;10;100;81;44;1
1;1;6;3102;2;2014;3;0;1;Lauantai;85;1;1;100;0;4;4;5;1;1;49;1;120;120;1;41378;4020;221;366740;6679327;E;1;1;0;2;104;10;100;81;44;1
1;1;7;59;2;2014;3;0;1;Torstai;2;3;2;120;0;-1;1;-1;1;1;49;1;120;120;1;39000;2761;221;365260;6681111;E;1;2;0;2;104;10;100;87;60;1
1;1;7;658;2;2014;9;2;1;Tiistai;7;6;2;120;0;1;2;2;1;1;49;1;120;120;1;39000;2761;221;364699;6681309;E;1;10;0;2;104;10;100;87;60;1
1;1;7;692;2;2014;1;2;1;Tiistai;7;6;2;100;0;6;3;5;1;1;49;1;120;120;1;39000;2761;221;364666;6681319;E;1;-7;0;2;104;10;100;87;60;1
1;1;7;762;2;2014;10;2;1;Maanantai;8;6;3;120;0;2;1;2;1;1;49;1;120;120;1;39000;2761;221;364600;6681341;E;1;10;0;2;104;10;100;87;60;1
1;1;7;1250;1;2014;10;0;1;Perjantai;6;6;2;120;0;2;1;4;1;1;49;1;120;120;1;39000;2761;221;364168;6681534;E;1;15;0;2;104;10;100;87;60;1
1;1;7;1558;2;2014;3;2;1;Tiistai;6;6;4;100;0;2;1;1;1;1;49;1;120;120;1;39000;2761;221;363878;6681668;E;1;7;0;2;104;10;100;87;60;1
1;1;7;3196;1;2014;11;0;1;Sunnuntai;90;11;2;100;0;1;4;2;1;1;49;1;120;120;1;39000;2761;221;362445;6682415;E;1;2;0;2;104;10;100;87;60;1
1;1;7;3792;2;2014;12;0;1;Keskiviikko;83;1;1;100;0;6;1;1;1;1;257;1;120;120;1;39000;2761;221;361867;6682570;E;1;2;0;2;104;10;100;87;60;1
1;1;7;6109;1;2014;6;0;1;Perjantai;90;11;2;120;0;1;1;1;1;1;257;1;120;120;1;39000;2761;221;360098;6684001;E;1;22;0;2;104;10;100;87;60;1
1;1;8;209;2;2014;5;0;1;Lauantai;90;11;2;120;0;1;1;1;1;1;257;1;120;120;1;36360;2569;221;359047;6684786;E;1;12;0;2;104;10;100;86;55;1
1;1;8;713;1;2014;3;0;1;Tiistai;80;1;1;100;0;1;1;2;1;1;257;1;120;120;1;36360;2569;221;358846;6685258;E;1;3;0;2;104;10;100;86;55;1
1;1;8;1049;2;2014;6;2;1;Perjantai;83;1;1;120;0;2;2;2;1;1;257;1;120;120;1;36360;2569;221;358589;6685467;E;1;13;0;2;104;10;100;86;55;1
1;1;8;1141;1;2014;5;2;1;Keskiviikko;84;1;1;120;0;1;3;2;1;1;257;1;120;120;1;36360;2569;221;358515;6685524;E;1;15;0;2;104;10;100;86;55;1
1;1;8;2313;1;2014;5;0;1;Keskiviikko;90;11;2;120;0;1;1;1;1;1;257;1;120;120;1;36360;2569;221;357439;6685993;E;1;18;0;2;104;10;100;86;55;1
1;1;8;2382;1;2014;7;0;1;Perjantai;6;6;2;120;0;1;1;1;1;1;257;1;120;120;1;36360;2569;221;357380;6686030;E;1;29;0;2;104;10;100;86;55;1
1;1;8;2405;1;2014;10;0;1;Perjantai;90;11;2;120;0;-1;3;-1;1;1;257;1;120;120;1;36360;2569;221;357362;6686043;E;1;2;0;2;104;10;100;86;55;1
1;1;8;2716;1;2014;6;0;1;Sunnuntai;90;11;2;120;0;-1;1;-1;1;1;257;1;120;120;1;36360;2569;221;357127;6686249;E;1;11;0;2;104;10;100;86;55;1
1;1;8;2979;2;2014;11;0;1;Lauantai;90;11;2;100;0;-1;3;-1;1;1;927;1;120;120;1;36360;2569;221;356899;6686365;E;1;-1;0;2;104;10;100;86;55;1
1;1;8;3184;2;2014;6;0;1;Sunnuntai;90;11;2;120;0;1;1;2;1;1;927;1;120;120;1;36360;2569;221;356702;6686417;E;1;18;0;2;104;10;100;86;55;1
1;1;8;3188;1;2014;7;0;1;Keskiviikko;90;11;2;120;0;1;1;1;1;1;927;1;120;120;1;36360;2569;221;356700;6686436;E;1;27;0;2;104;10;100;86;55;1
1;1;8;3629;2;2014;5;0;1;Torstai;90;11;2;120;0;1;1;2;1;1;927;1;120;120;1;36360;2569;221;356284;6686556;E;1;2;0;2;104;10;100;86;55;1
1;1;8;3762;1;2014;11;0;1;Lauantai;90;11;2;100;0;2;4;2;1;1;927;1;120;120;1;36360;2569;221;356166;6686637;E;1;-3;0;2;104;10;100;86;55;1
1;1;8;5032;1;2014;2;0;1;Lauantai;2;3;2;100;0;5;1;3;1;1;927;1;120;120;1;36360;2569;221;354961;6686978;E;1;0;0;2;104;10;100;86;55;1
1;1;8;5169;2;2014;2;2;1;Lauantai;9;13;2;100;0;4;1;2;1;1;927;1;120;120;1;36360;2569;221;354830;6686978;E;1;-7;0;2;104;10;100;86;55;1
1;1;8;5353;1;2014;8;0;1;Lauantai;90;11;2;120;0;-1;1;-1;1;1;927;1;120;120;1;36360;2569;221;354640;6687006;E;1;14;0;2;104;10;100;86;55;1
1;1;8;5378;2;2014;5;0;1;Tiistai;90;11;2;120;0;-1;1;-1;1;1;927;1;120;120;1;36360;2569;221;354621;6686990;E;1;20;0;2;104;10;100;86;55;1
1;1;9;704;1;2014;12;0;1;Perjantai;2;3;2;100;0;2;3;3;1;1;927;1;120;120;1;24257;1960;221;353758;6687132;E;1;3;0;2;104;10;100;81;48;1
1;1;9;1783;1;2014;5;0;1;Perjantai;90;11;2;120;0;1;4;2;1;1;927;1;120;120;1;24257;1960;221;352713;6686945;E;1;3;0;2;104;10;100;81;48;1
1;1;9;1853;2;2014;11;0;1;Tiistai;90;11;2;100;0;2;1;2;1;1;927;1;120;120;1;24257;1960;221;352656;6686909;E;1;9;0;2;104;10;100;81;48;1
1;1;9;1975;1;2014;1;0;1;Tiistai;90;11;2;100;0;-1;3;-1;1;1;927;1;120;120;1;24257;1960;221;352530;6686897;E;1;1;0;2;104;10;100;81;48;1
1;1;9;2322;2;2014;7;0;1;Perjantai;85;1;1;120;0;1;1;1;1;1;927;1;120;120;1;24257;1960;221;352199;6686899;E;1;30;0;2;104;10;100;81;48;1
1;1;9;2490;1;2014;3;0;1;Torstai;90;10;2;100;0;1;3;1;1;1;927;1;120;120;1;24257;1960;221;352036;6686982;E;1;4;0;2;104;10;100;81;48;1
1;1;9;2645;1;2014;11;0;1;Sunnuntai;90;10;2;100;0;1;3;2;1;1;927;1;120;120;1;24257;1960;221;351903;6687060;E;1;2;0;2;104;10;100;81;48;1
1;1;9;3425;2;2014;11;0;1;Sunnuntai;81;1;1;100;0;2;4;2;1;1;927;1;120;120;1;24257;1960;221;351248;6687426;E;1;3;0;2;104;10;100;81;48;1
1;1;9;4462;2;2014;5;0;1;Sunnuntai;90;11;2;100;0;1;3;2;1;1;444;1;120;120;1;24257;1960;221;350347;6687913;E;1;2;0;2;104;10;100;81;48;1
1;1;10;698;1;2014;11;0;1;Perjantai;90;11;3;100;0;1;1;2;1;1;444;1;120;120;1;21391;1790;241;349581;6688199;E;1;3;0;2;115;10;100;68;36;1
1;1;10;3909;1;2014;1;2;1;Maanantai;89;1;1;100;0;4;1;2;1;1;444;1;120;120;1;21391;1790;246;346480;6688188;E;1;-10;0;2;111;10;100;68;36;1
1;1;10;3926;2;2014;9;0;1;Tiistai;90;12;3;120;0;1;4;2;1;1;444;1;120;120;1;21391;1790;246;346448;6688180;E;1;2;0;2;115;10;100;68;36;1
1;1;10;3929;1;2014;6;0;1;Keskiviikko;90;11;2;120;0;1;1;1;1;1;444;1;120;120;1;21391;1790;246;346461;6688195;E;1;23;0;2;111;10;100;68;36;1
1;1;10;3942;1;2014;8;0;1;Torstai;81;1;1;120;0;1;4;1;1;1;444;1;120;120;1;21391;1790;246;346449;6688199;E;1;20;0;2;111;10;100;68;36;1
1;1;11;318;1;2014;2;2;1;Lauantai;80;1;1;100;0;5;1;2;1;1;927;1;120;120;1;26503;2583;236;345947;6688307;E;1;2;0;2;105;10;100;85;62;1
1;1;12;1241;1;2014;5;2;1;Maanantai;81;1;1;120;0;1;1;1;1;1;444;1;120;120;1;16156;1545;75;339363;6686608;E;1;26;0;2;;10;;;;1
1;1;12;1275;1;2014;3;0;1;Sunnuntai;90;11;2;120;0;-1;3;-1;1;1;444;1;120;120;1;16156;1545;75;339334;6686625;E;1;1;0;2;;10;;;;1
1;1;13;891;1;2014;7;0;1;Sunnuntai;81;1;1;100;0;1;1;2;1;1;444;1;120;120;1;14296;1450;75;337322;6688424;E;1;25;0;2;;10;;;;1
1;1;13;978;1;2014;3;0;1;Perjantai;94;1;1;60;0;1;4;1;1;1;444;1;120;120;1;14296;1450;75;337268;6688491;K;1;5;0;2;;10;;;;1
1;1;14;1841;2;2014;8;0;1;Lauantai;81;1;1;100;0;1;1;1;1;1;444;1;120;120;1;14296;1450;;331889;6691360;E;1;27;0;2;;10;;;;1
1;1;14;3090;2;2014;5;0;1;Tiistai;94;13;2;120;0;1;1;1;1;1;444;1;120;120;1;14296;1450;;330810;6691949;K;1;20;0;2;;10;;;;1
1;1;14;3714;1;2014;2;0;1;Lauantai;7;6;2;80;0;7;1;2;1;1;444;1;120;120;1;14296;1450;75;330526;6692501;E;1;-4;0;2;;10;;;;1
1;1;16;215;2;2014;11;2;1;Keskiviikko;90;11;2;100;0;-1;3;-1;1;1;444;1;120;120;1;14296;1450;;323685;6697827;E;1;1;0;2;;10;;;;1
1;1;16;1951;1;2014;5;0;1;Lauantai;90;11;2;120;0;1;1;2;1;1;444;1;120;120;1;14296;1450;75;322019;6698292;E;1;9;0;2;;10;;;;1
1;1;17;1436;2;2014;9;0;2;Torstai;80;1;1;120;0;1;1;1;1;2;734;1;120;120;1;12110;1376;150;320244;6697976;E;1;21;0;2;110;10;;;;1
1;1;18;757;1;2014;7;0;2;Lauantai;80;1;1;120;0;1;1;1;1;2;734;1;120;120;1;12110;1376;150;317753;6697023;E;1;26;0;2;110;10;;;;1
1;1;18;931;2;2014;5;0;2;Perjantai;0;3;2;120;0;1;1;1;1;2;734;1;120;120;1;12110;1376;150;317586;6696987;E;1;10;0;2;110;10;;;;1
1;1;18;1369;1;2014;6;0;2;Perjantai;90;11;2;120;0;1;1;1;1;2;734;1;120;120;1;12110;1376;150;317146;6697020;E;1;20;0;2;110;10;;;;1
1;1;18;2774;1;2014;5;0;2;Sunnuntai;90;11;2;120;0;1;1;2;1;2;734;1;120;120;1;12110;1376;150;315773;6697183;E;1;7;0;2;110;10;;;;1
1;1;18;3363;1;2014;11;0;2;Sunnuntai;81;1;1;100;0;1;3;2;1;2;734;1;120;120;1;12110;1376;150;315296;6697524;E;1;2;0;2;110;10;;;;1
1;1;19;308;2;2014;10;0;2;Perjantai;90;11;2;120;0;1;1;1;1;2;734;1;120;120;1;12110;1376;150;313263;6698819;E;1;3;0;2;110;10;;;;1
1;1;20;5548;2;2014;12;2;2;Perjantai;91;13;2;100;0;2;3;4;1;2;734;1;120;120;1;12110;1376;150;306412;6699015;E;1;3;0;2;110;10;;;;1
1;1;20;6866;2;2014;8;2;2;Tiistai;80;1;1;120;0;1;1;2;1;2;734;1;120;120;1;12110;1376;150;305060;6699084;E;1;16;0;2;110;10;;;;1
1;1;21;3587;2;2014;2;2;2;Lauantai;9;13;2;80;0;4;3;5;1;2;734;1;120;120;1;12110;1376;150;300806;6698393;E;1;-6;0;2;110;10;;;;1
1;1;21;6913;1;2014;8;0;2;Tiistai;89;1;1;100;0;3;4;4;1;2;734;1;120;120;1;12110;1376;150;297713;6699024;E;1;19;0;2;110;10;;;;1
1;1;22;405;1;2014;8;0;2;Sunnuntai;90;12;2;100;0;1;3;2;1;2;734;1;120;120;1;10320;1370;150;296888;6699606;E;1;15;0;2;110;10;;;;1
1;1;22;909;2;2014;9;0;2;Sunnuntai;90;11;2;120;0;1;2;3;1;2;734;1;120;120;1;10932;1455;221;296543;6699935;E;1;7;0;2;110;10;100;65;30;1
1;1;24;708;1;2014;3;2;2;Perjantai;6;6;2;100;0;1;1;1;1;2;734;1;120;120;1;12470;1510;221;288210;6704246;E;1;-1;0;2;110;10;100;65;30;1
1;1;24;1621;1;2014;3;0;2;Maanantai;80;1;1;120;0;1;1;1;1;2;734;1;120;120;1;12470;1510;221;287301;6704260;E;1;4;0;2;110;10;100;65;30;1
1;1;25;2159;2;2014;7;0;2;Sunnuntai;80;1;1;120;0;1;1;1;1;2;734;-1;-1;-1;1;12470;1510;221;284080;6704811;E;1;25;0;2;110;10;100;65;30;1
1;1;25;3226;1;2014;6;0;2;Torstai;81;1;1;120;0;1;1;1;1;2;734;1;120;120;1;12470;1510;221;283095;6705207;E;1;23;0;2;110;10;100;65;30;1
1;1;25;3387;1;2014;10;0;2;Keskiviikko;90;11;2;120;0;-1;3;-1;1;2;734;1;120;120;1;12470;1510;221;282947;6705264;E;1;7;0;2;110;10;100;65;30;1
1;1;26;2453;1;2014;10;0;2;Lauantai;90;11;2;120;0;2;3;4;1;2;734;1;120;120;1;14655;1478;221;280063;6706038;E;1;13;0;2;110;10;100;65;30;1
1;1;26;2676;2;2014;10;2;2;Torstai;9;13;2;120;0;1;3;2;1;2;734;-1;-1;-1;1;14655;1478;221;279848;6706095;E;1;2;0;2;110;10;100;65;30;1
1;1;26;3509;2;2014;11;0;2;Lauantai;81;1;1;100;0;1;1;1;1;2;734;-1;-1;-1;1;14655;1478;221;279085;6706427;E;1;3;0;2;110;10;100;65;30;1
1;1;26;4860;2;2014;9;0;2;Keskiviikko;81;1;1;120;0;1;3;2;1;2;734;-1;-1;-1;1;14655;1478;221;277768;6706718;E;1;12;0;2;110;10;100;65;30;1
1;1;27;390;2;2014;11;0;2;Lauantai;90;11;2;100;0;2;3;4;1;2;734;-1;-1;-1;1;14535;1505;221;275519;6706524;E;1;2;0;2;110;10;100;65;30;1
1;1;27;795;1;2014;4;0;2;Tiistai;90;11;2;120;0;1;2;2;1;2;734;1;120;120;1;14535;1505;221;275127;6706477;E;1;5;0;2;110;10;100;65;30;1
1;1;28;813;2;2014;6;2;2;Sunnuntai;81;1;1;120;0;6;1;6;1;2;577;-1;-1;-1;1;14535;1505;221;268348;6705956;E;1;10;0;2;110;10;100;65;30;1
1;1;28;2215;1;2014;5;0;2;Sunnuntai;81;1;1;120;0;1;1;1;1;2;577;1;120;120;1;14535;1505;221;266941;6706130;E;1;27;0;2;110;10;100;65;30;1
1;1;29;893;1;2014;5;0;2;Sunnuntai;90;11;2;120;0;1;1;2;1;2;577;1;120;120;1;15506;1676;221;263796;6706535;E;1;6;0;2;110;10;100;65;30;1
1;1;29;2585;1;2014;12;0;2;Lauantai;81;1;1;80;0;6;3;3;1;2;577;1;120;120;1;15506;1676;221;262145;6706440;E;1;-8;0;2;110;10;100;65;30;1
1;1;30;1002;1;2014;12;0;2;Maanantai;80;1;1;80;0;4;3;2;1;2;577;1;120;120;1;18156;1776;221;261033;6707163;E;1;-3;0;2;110;10;100;65;30;1
1;1;30;2357;2;2014;9;0;2;Torstai;80;1;1;120;0;1;1;1;1;2;577;1;120;120;1;18156;1776;221;259968;6707961;E;1;20;0;2;110;10;100;65;30;1
1;1;30;2475;2;2014;9;0;2;Torstai;0;3;2;120;0;1;1;1;1;2;577;1;120;120;1;18156;1776;221;259862;6708013;E;1;22;0;2;110;10;100;65;30;1
1;1;31;844;1;2014;12;0;2;Torstai;4;3;2;100;0;2;4;4;1;2;202;1;120;120;1;21770;1951;221;257274;6708881;E;1;3;0;2;110;10;100;65;30;1
1;1;31;1650;2;2014;6;0;2;Sunnuntai;90;11;2;100;0;1;2;2;1;2;202;1;120;120;1;21770;1951;221;256499;6709072;E;1;10;0;2;110;10;100;65;30;1
1;1;31;1868;1;2014;8;0;2;Perjantai;90;11;2;120;0;1;2;2;1;2;202;1;120;120;1;21770;1951;221;256296;6709161;E;1;18;0;2;110;10;100;65;30;1
1;1;31;1900;2;2014;8;2;2;Perjantai;9;13;2;120;0;1;3;2;1;2;202;1;120;120;1;21770;1951;221;256263;6709143;E;1;20;0;2;110;10;100;65;30;1
1;1;31;3176;1;2014;4;0;2;Lauantai;90;11;2;120;0;2;2;3;1;2;202;1;120;120;1;21770;1951;221;255005;6709277;E;1;3;0;2;110;10;100;65;30;1
1;1;31;3187;2;2014;2;2;2;Lauantai;82;1;1;100;0;2;3;1;1;2;202;1;120;120;1;21770;1951;221;255002;6709252;E;1;3;0;2;110;10;100;65;30;1
1;1;31;3371;1;2014;6;2;2;Sunnuntai;80;9;5;120;0;5;1;6;1;2;202;1;120;120;1;21770;1951;221;254814;6709311;E;1;11;0;2;110;10;100;65;30;1
1;1;31;4627;2;2014;6;0;2;Lauantai;90;11;2;120;0;1;1;2;1;2;202;1;120;120;1;21770;1951;221;253621;6709568;E;1;10;0;2;110;10;100;65;30;1
1;1;31;5232;2;2014;12;2;2;Keskiviikko;89;1;1;100;0;2;3;4;1;2;202;1;120;120;1;21770;1951;221;253027;6709516;E;1;6;0;2;110;10;100;65;30;1
1;1;31;5927;1;2014;6;0;2;Perjantai;90;11;2;120;0;1;4;2;1;2;202;1;120;120;1;21770;1951;221;252329;6709390;E;1;20;0;2;110;10;100;65;30;1
1;1;32;1173;2;2014;11;0;2;Perjantai;89;1;1;80;0;5;3;5;1;2;202;1;120;120;1;15282;923;221;250928;6708924;E;1;-2;0;2;110;10;100;65;30;1
1;1;32;2390;1;2014;11;0;2;Torstai;80;1;1;80;0;5;3;5;1;2;202;1;120;120;1;15282;923;221;249882;6708303;E;1;0;0;2;110;10;100;65;30;1
1;1;33;605;2;2014;5;0;2;Torstai;90;12;2;100;0;1;1;1;1;2;202;1;120;120;1;16476;975;221;248840;6707642;E;1;14;0;2;110;10;100;65;30;1
1;1;33;848;2;2014;5;0;2;Keskiviikko;90;11;2;120;0;1;1;1;1;2;202;1;120;120;1;16476;975;221;248610;6707552;E;1;0;0;2;110;10;100;65;30;1
1;1;33;2110;1;2014;11;0;2;Maanantai;90;11;2;100;0;-1;3;-1;1;2;202;1;120;120;1;16476;975;221;247347;6707443;E;1;6;0;2;110;10;100;65;30;1
1;1;33;2402;2;2014;3;0;2;Lauantai;81;1;1;100;0;5;2;6;1;2;202;1;120;120;1;16476;975;221;247050;6707450;E;2;0;0;2;110;10;100;65;30;1
1;1;33;3344;1;2014;7;0;2;Lauantai;81;1;1;120;0;1;1;1;1;2;202;1;120;120;1;16476;975;221;246103;6707547;E;1;28;0;2;110;10;100;65;30;1
1;1;34;496;2;2014;8;0;2;Lauantai;6;6;2;80;0;1;1;1;1;2;202;1;100;100;1;22046;1028;221;245224;6707427;E;1;27;0;2;110;10;100;65;30;1
1;1;34;598;2;2014;5;0;2;Keskiviikko;90;11;2;80;0;1;4;1;1;2;202;1;100;100;1;22046;1028;221;245126;6707416;E;1;2;0;2;110;10;100;65;30;1
1;1;34;644;2;2014;5;0;2;Tiistai;90;11;2;100;0;-1;2;-1;1;2;202;1;100;100;1;22046;1028;221;245082;6707411;E;1;7;0;2;110;10;100;65;30;1
1;1;34;878;1;2014;7;0;2;Maanantai;90;11;2;100;0;2;2;2;1;2;202;1;100;100;1;22046;1028;221;244859;6707414;E;1;19;0;2;110;10;100;65;30;1
1;1;34;1283;1;2014;8;0;2;Torstai;90;11;2;100;0;2;1;2;1;2;202;1;100;100;1;22046;1028;221;244467;6707432;E;1;17;0;2;110;10;100;65;30;1
1;1;34;1440;2;2014;8;0;2;Lauantai;90;11;2;80;0;1;1;1;1;2;202;1;100;100;1;22046;1028;221;244319;6707434;E;1;20;0;2;110;10;100;65;30;1
1;1;34;1540;1;2014;6;0;2;Tiistai;90;11;2;100;0;-1;1;-1;1;2;202;1;100;100;1;22046;1028;221;244221;6707469;E;1;12;0;2;110;10;100;65;30;1
1;1;34;1691;1;2014;4;2;2;Perjantai;80;1;1;80;0;1;1;1;1;2;202;1;100;100;1;22046;1028;221;244079;6707500;E;1;9;0;2;110;10;100;65;30;1
1;1;35;933;2;2014;6;0;2;Perjantai;90;11;2;100;0;1;2;1;1;2;853;1;80;80;1;26663;1024;221;243211;6707890;E;1;18;0;2;110;10;100;65;30;1
1;1;35;976;2;2014;5;0;2;Tiistai;90;11;2;80;0;-1;1;-1;1;2;853;1;80;80;1;26663;1024;221;243180;6707919;E;1;10;0;2;110;10;100;65;30;1
